Utterance,Speaker,Dialogue_ID,Start_Time,End_Time,Wav_Path,Video_Path,Emotion
"Oh, Jesus.",Ses03F_impro03_M002,Ses03F_impro03,16.5675,19.0675,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M002.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
Is it-,Ses03F_impro03_M003,Ses03F_impro03,20.06,21.4825,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M003.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
yeah [LAUGHTER],Ses03F_impro03_M005,Ses03F_impro03,29.9407,31.5653,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M005.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"Yeah, The Lousy Chaperone. [LAUGHTER] Uh huh.",Ses03F_impro03_M006,Ses03F_impro03,35.3225,41.09,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M006.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"Right. Right. Right. So, and there's like a whole like wedding scene in it. All right, not the--Drowsy, Drowsy [LAUGHTER] --not the Lousy. [LAUGHTER]. Um - So Drowsy. So I go to see this Drowsy Chaperone. And uh-",Ses03F_impro03_F003,Ses03F_impro03,36.365,52.1291,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F003.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
[LAUGHTER] Uh- Drowsy.,Ses03F_impro03_M007,Ses03F_impro03,45.0201,50.9625,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M007.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"at the end of the performance, you know, like we're all clapping and stuff. And all of a sudden I look over and",Ses03F_impro03_F004,Ses03F_impro03,52.1844,57.3954,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F004.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"Joe's gone. -where did he go, you know?",Ses03F_impro03_F005,Ses03F_impro03,57.4608,60.2412,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F005.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
Uh huh. Oh-,Ses03F_impro03_M008,Ses03F_impro03,59.05,61.755,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M008.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
"And I'm like oh, he went to the- -the bathroom, but he didn't tell me, I didn't even notice him leaving. And all of a sudden, I swear to God, I'm sitting there and-",Ses03F_impro03_F006,Ses03F_impro03,60.2739,67.3326,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F006.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
he comes up onstage-- And the entire cast everyone just like,Ses03F_impro03_F007,Ses03F_impro03,67.46600000000001,72.6274,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F007.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
goes up there and everyone's clapping and he's standing there and they put a spotlight on him.,Ses03F_impro03_F008,Ses03F_impro03,72.6493,77.98100000000001,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F008.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"Oh, my God.",Ses03F_impro03_M010,Ses03F_impro03,77.245,78.5916,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M010.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-",Ses03F_impro03_F009,Ses03F_impro03,78.3325,86.6601,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F009.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
and he just starts doing like this little spiel about me and like,Ses03F_impro03_F010,Ses03F_impro03,86.8517,91.0215,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F010.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
"he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something.",Ses03F_impro03_F011,Ses03F_impro03,91.0978,100.3984,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F011.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"Yeah, I said yes, but I, yeah, I mean,",Ses03F_impro03_F012,Ses03F_impro03,102.1865,105.5993,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F012.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"I don't know- it just like took me, took me by surprise.",Ses03F_impro03_F013,Ses03F_impro03,105.6538,109.4775,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F013.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
He scored points.,Ses03F_impro03_F014,Ses03F_impro03,109.6125,111.99,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F014.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
Did you get a standing ovation?,Ses03F_impro03_M013,Ses03F_impro03,110.8983,112.9591,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M013.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
"Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members.",Ses03F_impro03_F015,Ses03F_impro03,112.31,119.3266,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F015.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
Yeah. It was great.,Ses03F_impro03_F016,Ses03F_impro03,119.3484,121.015,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F016.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"It was--I cried,",Ses03F_impro03_F017,Ses03F_impro03,121.06,122.9466,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F017.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"No, you deserve to cry. I mean, tears of happiness.",Ses03F_impro03_M015,Ses03F_impro03,124.86,129.7394,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M015.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
"like a loser, I cried.",Ses03F_impro03_F018,Ses03F_impro03,123.0011,125.3344,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F018.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?",Ses03F_impro03_F019,Ses03F_impro03,129.4075,135.3764,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F019.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
So where- where- where is this--have you talked about where it's going to be?,Ses03F_impro03_M016,Ses03F_impro03,135.1256,140.4356,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M016.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
No. No plans. or any- and probably,Ses03F_impro03_F020,Ses03F_impro03,138.7565,142.0166,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F020.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
"like I think I want to get married--I want to have two weddings. One here, then one in Europe.",Ses03F_impro03_F021,Ses03F_impro03,142.1038,147.94799999999998,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F021.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
He's rich enough. Maybe you can rent out the Eiffel Tower for your--,Ses03F_impro03_M019,Ses03F_impro03,154.7025,158.555,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M019.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,hap
That's awesome. [LAUGHTER] Marriage.,Ses03F_impro03_M021,Ses03F_impro03,163.3825,168.8625,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M021.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
Yeah. I'm so excited. [LAUGHTER].,Ses03F_impro03_F024,Ses03F_impro03,164.6825,167.9625,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F024.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro03.avi,exc
"I don't know, Brian, if they uh--it's been three years.",Ses03F_impro04_F000,Ses03F_impro04,5.5614,11.2375,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F000.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
"Hey, you just got to keep on going.",Ses03F_impro04_M000,Ses03F_impro04,10.6961,13.4928,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M000.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me.",Ses03F_impro04_F001,Ses03F_impro04,12.2942,18.8317,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F001.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
"No, don't think like that.",Ses03F_impro04_M001,Ses03F_impro04,17.833,20.6114,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M001.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",Ses03F_impro04_F002,Ses03F_impro04,20.1025,27.2761,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F002.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,sad
I have no money behind me. Nothing. I'm twenty five and--,Ses03F_impro04_F003,Ses03F_impro04,27.3124,31.5255,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F003.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
Russel Crowe wasn't forty until he got his big stuff.,Ses03F_impro04_M002,Ses03F_impro04,31.1078,34.9395,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M002.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"If you really want to do it-I mean,",Ses03F_impro04_M003,Ses03F_impro04,39.5521,42.7846,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M003.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
So I'll have to wait twenty five years-,Ses03F_impro04_F004,Ses03F_impro04,34.6673,36.7918,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F004.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
you got to do.,Ses03F_impro04_M004,Ses03F_impro04,42.8209,45.0182,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M004.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"-just going and auditioning and auditioning and rejection after refection, it's like--",Ses03F_impro04_F005,Ses03F_impro04,36.8281,41.4952,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F005.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
You could. You could. We just--,Ses03F_impro04_M005,Ses03F_impro04,54.8427,57.4032,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M005.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
we're just pooling our funds together.,Ses03F_impro04_M006,Ses03F_impro04,57.4577,60.2362,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M006.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that.",Ses03F_impro04_F006,Ses03F_impro04,44.5475,55.3075,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F006.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
You don't owe me anything.,Ses03F_impro04_M007,Ses03F_impro04,60.2906,62.6151,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M007.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
I feel like I'm not doing anything. Like I'm not giving anything into this world.,Ses03F_impro04_F007,Ses03F_impro04,61.6575,66.03,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F007.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",Ses03F_impro04_M008,Ses03F_impro04,64.885,71.7132,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M008.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job.",Ses03F_impro04_F008,Ses03F_impro04,70.9323,80.5207,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F008.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
"Oh my God, Anna, you're still young. Don't even think about that.",Ses03F_impro04_M009,Ses03F_impro04,78.065,82.6675,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M009.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
Time is passing by. Every year it's,Ses03F_impro04_F009,Ses03F_impro04,82.0098,84.7519,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F009.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
a part left than I can do.,Ses03F_impro04_F010,Ses03F_impro04,84.8246,87.5485,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F010.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
"You're only twenty five, okay? Some people don't start until they're thirty five.",Ses03F_impro04_M010,Ses03F_impro04,85.1514,90.4525,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M010.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
Yeah.,Ses03F_impro04_M011,Ses03F_impro04,90.6176,91.9795,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M011.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"I don't know, I just [BREATHING] I get frustrated",Ses03F_impro04_F012,Ses03F_impro04,91.945,96.465,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F012.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
What would you do- What would you do if you didn't? You can go to law school.,Ses03F_impro04_M012,Ses03F_impro04,94.1587,100.44200000000001,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M012.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
That's the thing. I don't know. I don't know anything.,Ses03F_impro04_F013,Ses03F_impro04,98.096,100.8415,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F013.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
Law school? Maybe.,Ses03F_impro04_F014,Ses03F_impro04,100.9142,103.4825,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F014.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
See? So you can't just quit now.,Ses03F_impro04_M013,Ses03F_impro04,110.4662,113.8985,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M013.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
Have you been going to auditions and stuff?,Ses03F_impro04_M014,Ses03F_impro04,122.2157,125.1925,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M014.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"Yeah. I mean, I get a call-back and stuff, but-",Ses03F_impro04_F017,Ses03F_impro04,124.0498,128.055,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F017.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
"I just, I need a break. I need something to break me out.",Ses03F_impro04_F018,Ses03F_impro04,128.4808,134.0525,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F018.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
How's the job? Still waiting tables at Denny's?,Ses03F_impro04_M015,Ses03F_impro04,133.5575,137.9057,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M015.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"Well, they tip well.",Ses03F_impro04_M016,Ses03F_impro04,146.6588,149.3464,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M016.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
[BREATHING] Brian-,Ses03F_impro04_F021,Ses03F_impro04,148.5575,151.4167,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F021.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
it's not funny. I just don't know what I'm going to do.,Ses03F_impro04_F022,Ses03F_impro04,151.5619,156.9736,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F022.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,sad
Maybe you could start teaching. I don't know.,Ses03F_impro04_M017,Ses03F_impro04,157.3912,161.0958,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M017.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
"Yeah, I guess I could.",Ses03F_impro04_F023,Ses03F_impro04,160.53,162.88,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F023.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,sad
"Go back to school. You know? Another three more years, get your master's.",Ses03F_impro04_M018,Ses03F_impro04,162.21,166.605,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M018.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
Yeah,Ses03F_impro04_F024,Ses03F_impro04,166.11,167.7325,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F024.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,sad
"Close to thirty. Oof, it's going to be tough.",Ses03F_impro04_M019,Ses03F_impro04,167.2375,170.5875,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M019.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,neu
[LAUGHTER],Ses03F_impro04_M020,Ses03F_impro04,171.9191,173.48,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M020.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,hap
[BREATHING],Ses03F_impro04_F026,Ses03F_impro04,173.1325,174.2525,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_F026.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro04.avi,fru
"Look sir, I've been waiting for about an hour and my luggage still hasn't come. What's going on?",Ses03F_impro05_F000,Ses03F_impro05,6.3183,13.3161,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F000.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
"I'm sorry, Mrs. Rosenkrantz, but uh- I don't know what to tell you.",Ses03F_impro05_M000,Ses03F_impro05,12.9085,20.6762,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M000.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
"What do you mean, you don't know what to tell me? I have two luggage that I've been coming--they're coming--from France and I need them here. I'm home now. I need to go start working.",Ses03F_impro05_F001,Ses03F_impro05,20.6762,29.5536,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F001.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
Did you- Did you check with the lost and found?,Ses03F_impro05_M001,Ses03F_impro05,25.585,29.95,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M001.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
"Where? I don't know. The lost and found. What do you mean, lost and found?",Ses03F_impro05_F002,Ses03F_impro05,29.6894,33.1543,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F002.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,ang
I had my luggage transferred here from Paris to L.A. and now I'm here and I need to be working and I have all my stuff in there.,Ses03F_impro05_F003,Ses03F_impro05,33.177,39.4875,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F003.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
"Maybe it got lost. Did you think about that, mom?",Ses03F_impro05_M002,Ses03F_impro05,38.3875,42.461999999999996,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M002.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
"Well, that's what I'm asking you. What--I don't know what happened to it.",Ses03F_impro05_F004,Ses03F_impro05,42.1223,46.3119,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F004.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it.",Ses03F_impro05_M003,Ses03F_impro05,45.2702,51.6338,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M003.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,neu
"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",Ses03F_impro05_F005,Ses03F_impro05,50.7732,58.0654,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F005.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,ang
"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",Ses03F_impro05_M004,Ses03F_impro05,57.1142,63.9987,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M004.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.,Ses03F_impro05_F006,Ses03F_impro05,62.7079,73.3744,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_F006.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
Okay. What can we do is we can get your name and information and if it shows up we can send it to you so-- Wherever you stay,Ses03F_impro05_M005,Ses03F_impro05,72.85,81.9573,./dataset/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro05/Ses03F_impro05_M005.wav,./dataset/IEMOCAP_full_release/Session3/dialog/avi/DivX/Ses03F_impro05.avi,fru
